"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"Captain Marvel"	"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe."	"ACTION,ADVENTURE,SCIENCE FICTION"	"0"	"/movie/299537"	"March 8, 2019"
"Alice in Wonderland"	"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!"	"ANIMATION,FAMILY,FANTASY,MUSIC,ADVENTURE"	"71.0"	"/movie/12092"	"July 26, 1951"
"Superman Returns"	"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel."	"ADVENTURE,FANTASY,ACTION,SCIENCE FICTION"	"55.0"	"/movie/1452"	"June 28, 2006"
"Insidious: The Last Key"	"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home."	"MYSTERY,HORROR,THRILLER"	"61.0"	"/movie/406563"	"January 5, 2018"
"Mom and Dad"	"In a suburban community, moms and dads, one after the other, mysteriously feel the irresistible impulse to attack and kill their own offspring."	"THRILLER,HORROR,COMEDY"	"52.0"	"/movie/401561"	"January 19, 2018"
"The Animatrix"	"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated."	"ANIMATION,SCIENCE FICTION"	"70"	"/movie/55931"	"June 3, 2003"
"Alex Strangelove"	"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself."	"COMEDY,DRAMA"	"67.0"	"/movie/511785"	"April 16, 2018"
"Die Another Day"	"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy."	"ADVENTURE,ACTION,THRILLER"	"59.0"	"/movie/36669"	"November 22, 2002"
"Mr. & Mrs. Smith"	"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry."	"ACTION,COMEDY,DRAMA,THRILLER"	"66.0"	"/movie/787"	"June 10, 2005"
"Terrifier"	"A maniacal clown named Art terrorizes three young women and everyone else who stands in his way on Halloween night."	"THRILLER,HORROR"	"61.0"	"/movie/420634"	"March 15, 2018"
"Every Day"	"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring."	"DRAMA,FANTASY,ROMANCE,SCIENCE FICTION"	"70"	"/movie/465136"	"February 23, 2018"
"Shaun of the Dead"	"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners."	"HORROR,COMEDY"	"76.0"	"/movie/747"	"September 24, 2004"
"Cape Fear"	"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss."	"CRIME,THRILLER,DRAMA"	"72.0"	"/movie/1598"	"November 15, 1991"
"Frankenstein"	"Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again."	"DRAMA,HORROR,SCIENCE FICTION"	"75.0"	"/movie/3035"	"November 21, 1931"
"The Titan"	"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man."	"SCIENCE FICTION,THRILLER,ROMANCE"	"53.0"	"/movie/476926"	"March 30, 2018"
"Die Hard: With a Vengeance"	"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new "partner" -- and his beloved city -- in a deadly game that demands their concentration."	"ACTION,THRILLER"	"71.0"	"/movie/1572"	"May 19, 1995"
"Let's Be Cops"	"It's the ultimate buddy cop movie except for one thing: they're not cops. When two struggling pals dress as police officers for a costume party, they become neighborhood sensations. But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line."	"COMEDY"	"63.0"	"/movie/193893"	"August 13, 2014"
"The Proposal"	"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her."	"COMEDY,ROMANCE,DRAMA"	"69.0"	"/movie/18240"	"June 1, 2009"
"The One"	"A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills."	"ACTION,SCIENCE FICTION,THRILLER"	"58.0"	"/movie/10796"	"November 2, 2001"
"Cruel Intentions"	"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession."	"DRAMA,ROMANCE,THRILLER"	"66.0"	"/movie/796"	"March 5, 1999"
"Toy Story 3"	"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."	"ANIMATION,FAMILY,COMEDY"	"77.0"	"/movie/10193"	"June 17, 2010"
"Sleeping Beauty"	"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate."	"FANTASY,ANIMATION,ROMANCE,FAMILY"	"69.0"	"/movie/10882"	"January 29, 1959"
"Kill Bill: Vol. 2"	"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill."	"ACTION,CRIME,THRILLER"	"78.0"	"/movie/393"	"April 16, 2004"
"Ace Ventura: Pet Detective"	"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!"	"COMEDY,MYSTERY"	"65.0"	"/movie/3049"	"February 4, 1994"
"Sleepy Hollow"	"New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman."	"DRAMA,FANTASY,THRILLER,MYSTERY,HORROR"	"70"	"/movie/2668"	"November 18, 1999"
"10,000 BC"	"A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe."	"ADVENTURE,ACTION,DRAMA,FANTASY"	"52.0"	"/movie/7840"	"March 5, 2008"
"Unbreakable"	"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead—and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass."	"THRILLER,DRAMA,SCIENCE FICTION"	"70"	"/movie/9741"	"November 13, 2000"
"Star Wars: Episode III - Revenge of the Sith"	"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes."	"SCIENCE FICTION,ADVENTURE,ACTION"	"72.0"	"/movie/1895"	"May 19, 2005"
"The Man Who Knew Too Much"	"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple (James Stewart, Doris Day) vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him."	"ADVENTURE,CRIME,DRAMA,MYSTERY,THRILLER"	"75.0"	"/movie/574"	"June 1, 1956"
"For a Few Dollars More"	"Two bounty hunters are in pursuit of "El Indio," one of the most wanted fugitives in the western territories, and his gang."	"WESTERN"	"79.0"	"/movie/938"	"May 10, 1967"
"A Bug's Life"	"On behalf of "oppressed bugs everywhere," an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper."	"ADVENTURE,ANIMATION,COMEDY,FAMILY"	"69.0"	"/movie/9487"	"November 25, 1998"
"Leatherface"	"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface."	"HORROR,THRILLER,MYSTERY"	"52.0"	"/movie/300665"	"October 20, 2017"
